# Single SKU Max Power Table (CA)
#          OFDM 6 ~ 54     | |                  HT20 MCS 0 ~ 15            | |              HT40 MCS 0 ~ 15                | |      VHT80 MCS 0 ~ 9      |
ch36 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 11 11 11 11 11 11 11 11 11 11
ch38 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 11 11 11 11 11 11 11 11 11 11
ch40 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 11 11 11 11 11 11 11 11 11 11
ch42 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 11 11 11 11 11 11 11 11 11 11
ch44 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 11 11 11 11 11 11 11 11 11 11
ch46 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 11 11 11 11 11 11 11 11 11 11
ch48 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 11 11 11 11 11 11 11 11 11 11
ch52 17 17 17 17 17 16 16 15 17 17 17 17 16 16 15 14 17 17 17 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 14 13
ch54 18 18 18 18 17 16 16 15 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 14 13
ch56 18 18 18 18 17 16 16 15 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 14 13
ch58 18 18 18 18 17 16 16 15 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 15 15 15 15 15 15 15 14 14 13
ch60 18 18 18 18 17 16 16 15 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 15 15 15 15 15 15 15 14 14 13
ch62 18 18 18 18 17 16 16 15 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 15 15 15 15 15 15 15 14 14 13
ch64 18 18 18 18 17 16 16 15 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 18 18 18 17 16 16 15 14 15 15 15 15 15 15 15 14 14 13
ch100 17 17 17 17 17 16 16 15 17 17 17 17 16 16 15 14 17 17 17 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 13 13 13 13 13 13 13 13 13 13
ch102 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 13 13 13 13 13 13 13 13 13 13
