# Single SKU Max Power Table (CA)
#          OFDM 6 ~ 54     | |                  HT20 MCS 0 ~ 15            | |              HT40 MCS 0 ~ 15                | |      VHT80 MCS 0 ~ 9      |
ch104 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 13 13 13 13 13 13 13 13 13 13
ch106 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch108 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch110 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch112 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch116 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch118 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch120 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch122 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch124 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch126 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch128 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch132 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch134 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch136 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch140 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch144 19 19 19 18 17 16 16 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch149 17 17 17 17 17 16 15 15 17 17 17 17 16 16 15 14 17 17 17 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 13 13 13 13 13 13 13 13 13 13
ch151 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 13 13 13 13 13 13 13 13 13 13
ch153 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 15 15 15 15 15 15 15 14 15 15 15 15 15 15 15 14 13 13 13 13 13 13 13 13 13 13
ch155 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch157 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch159 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch161 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch165 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch169 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
ch173 19 19 19 18 17 16 15 15 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 19 19 18 17 16 16 15 14 13 13 13 13 13 13 13 13 13 13
# End of Single SKU Table
